species_enc,antibiotic_enc,isolation_source_enc,mic_value,multi_drug_count,gram_stain_enc,resistance,species,antibiotic,isolation_source
969,0,0,1.0,1,1,1,S1737 Klebsiella pneumoniae,AMC,Clinical Sample
970,0,0,1.0,0,0,0,S1738 Morganella morganii,AMC,Clinical Sample
971,0,0,1.0,3,1,1,S1739 Enterobacteria spp.,AMC,Clinical Sample
972,0,0,1.0,2,1,0,S1740 Escherichia coli,AMC,Clinical Sample
973,0,0,1.0,1,1,0,S1742 Citrobacter spp.,AMC,Clinical Sample
974,0,0,1.0,4,0,1,S1743 E. coli,AMC,Clinical Sample
975,0,0,1.0,0,1,0,S1744 Escherichia coli,AMC,Clinical Sample
976,0,0,1.0,4,0,0,S1745 Morganella morganii,AMC,Clinical Sample
977,0,0,1.0,1,1,1,S1746 Enterobacteria spp.,AMC,Clinical Sample
978,0,0,1.0,3,1,0,S1747 Enterobacteria spp.,AMC,Clinical Sample
979,0,0,1.0,4,1,1,S1748 Escherichia coli,AMC,Clinical Sample
980,0,0,1.0,2,1,0,S1749 Enterobacteria spp.,AMC,Clinical Sample
981,0,0,1.0,3,1,0,S1750 Escherichia coli,AMC,Clinical Sample
982,0,0,1.0,1,1,1,S1751 Enterobacteria spp.,AMC,Clinical Sample
983,0,0,1.0,5,1,1,S1752 Escherichia coli,AMC,Clinical Sample
984,0,0,1.0,2,1,0,S1753 Enterobacteria spp.,AMC,Clinical Sample
985,0,0,1.0,1,1,1,S1754 Acinetobacter baumannii,AMC,Clinical Sample
986,0,0,1.0,3,1,1,S1755 Escherichia coli,AMC,Clinical Sample
987,0,0,1.0,0,1,1,S1756 Pseudomonas aeruginosa,AMC,Clinical Sample
988,0,0,1.0,1,1,0,S1757 Escherichia coli,AMC,Clinical Sample
989,0,0,1.0,2,1,1,S1758 Citrobacter spp.,AMC,Clinical Sample
990,0,0,1.0,2,1,0,S1759 Klebsiella pneumoniae,AMC,Clinical Sample
991,0,0,1.0,2,1,1,S1760 Escherichia coli,AMC,Clinical Sample
992,0,0,1.0,0,1,0,S1761 Proteus mirabilis,AMC,Clinical Sample
993,0,0,1.0,4,1,1,S1763 Escherichia coli,AMC,Clinical Sample
994,0,0,1.0,5,1,1,S1764 Escherichia coli,AMC,Clinical Sample
995,0,0,1.0,1,1,0,S1765 Enterobacteria spp.,AMC,Clinical Sample
996,0,0,1.0,0,1,0,S1766 Klebsiella pneumoniae,AMC,Clinical Sample
997,0,0,1.0,0,1,0,S1767 Proteus mirabilis,AMC,Clinical Sample
998,0,0,1.0,1,1,1,S1768 Klebsiella pneumoniae,AMC,Clinical Sample
999,0,0,1.0,2,1,1,S1769 Escherichia coli,AMC,Clinical Sample
1000,0,0,1.0,1,1,0,S1770 Klebsiella pneumoniae,AMC,Clinical Sample
1001,0,0,1.0,3,0,1,S1771 E.cli,AMC,Clinical Sample
1002,0,0,1.0,4,1,1,S1772 Escherichia coli,AMC,Clinical Sample
1003,0,0,1.0,4,1,1,S1773 Escherichia coli,AMC,Clinical Sample
1004,0,0,1.0,1,1,0,S1774 Escherichia coli,AMC,Clinical Sample
1005,0,0,1.0,4,1,1,S1775 Escherichia coli,AMC,Clinical Sample
1006,0,0,1.0,3,0,1,S1776 E.cli,AMC,Clinical Sample
1007,0,0,1.0,2,1,1,S1777 Enterobacteria spp.,AMC,Clinical Sample
1008,0,0,1.0,4,1,1,S1778 Escherichia coli,AMC,Clinical Sample
1009,0,0,1.0,4,1,1,S1779 Escherichia coli,AMC,Clinical Sample
1010,0,0,1.0,4,1,1,S1780 Escherichia coli,AMC,Clinical Sample
1011,0,0,1.0,3,1,1,S1781 Escherichia coli,AMC,Clinical Sample
1012,0,0,1.0,3,1,1,S1782 Escherichia coli,AMC,Clinical Sample
1013,0,0,1.0,3,1,1,S1783 Escherichia coli,AMC,Clinical Sample
1014,0,0,1.0,1,0,1,S1785 Enteobacteria spp.,AMC,Clinical Sample
1015,0,0,1.0,2,1,0,S1786 Enterobacteria spp.,AMC,Clinical Sample
1016,0,0,1.0,3,1,1,S1787 Escherichia coli,AMC,Clinical Sample
1017,0,0,1.0,1,1,0,S1789 Citrobacter spp.,AMC,Clinical Sample
1018,0,0,1.0,2,1,1,S1790 Escherichia coli,AMC,Clinical Sample
1019,0,0,1.0,4,1,0,S1791 Escherichia coli,AMC,Clinical Sample
1020,0,0,1.0,3,1,1,S1792 Escherichia coli,AMC,Clinical Sample
1021,0,0,1.0,2,0,1,S1793 E. coli,AMC,Clinical Sample
1022,0,0,1.0,4,1,1,S1794 Escherichia coli,AMC,Clinical Sample
1023,0,0,1.0,3,1,0,S1795 Escherichia coli,AMC,Clinical Sample
1024,0,0,1.0,2,0,1,S1796 E.cli,AMC,Clinical Sample
1025,0,0,1.0,2,1,0,S1797 Escherichia coli,AMC,Clinical Sample
1026,0,0,1.0,1,0,1,S1798 Enter.bacteria spp.,AMC,Clinical Sample
1027,0,0,1.0,0,1,0,S1800 Klebsiella pneumoniae,AMC,Clinical Sample
1028,0,0,1.0,5,1,1,S1801 Proteus mirabilis,AMC,Clinical Sample
1029,0,0,1.0,4,1,1,S1804 Escherichia coli,AMC,Clinical Sample
1030,0,0,1.0,10,1,1,S1805 Escherichia coli,AMC,Clinical Sample
1031,0,0,1.0,1,0,1,S1806 Enter.bacteria spp.,AMC,Clinical Sample
1032,0,0,1.0,2,1,1,S1807 Citrobacter spp.,AMC,Clinical Sample
1033,0,0,1.0,3,1,1,S1808 Escherichia coli,AMC,Clinical Sample
1034,0,0,1.0,1,1,0,S1809 Serratia marcescens,AMC,Clinical Sample
1035,0,0,1.0,4,1,0,S1810 Escherichia coli,AMC,Clinical Sample
1036,0,0,1.0,1,0,0,S1811 Morganella morganii,AMC,Clinical Sample
1037,0,0,1.0,3,1,1,S1812 Escherichia coli,AMC,Clinical Sample
1038,0,0,1.0,2,1,1,S1813 Escherichia coli,AMC,Clinical Sample
1039,0,0,1.0,3,1,1,S1814 Escherichia coli,AMC,Clinical Sample
1040,0,0,1.0,1,1,0,S1815 Escherichia coli,AMC,Clinical Sample
1041,0,0,1.0,2,0,1,S1816 E. coli,AMC,Clinical Sample
1042,0,0,1.0,3,1,1,S1817 Escherichia coli,AMC,Clinical Sample
1043,0,0,1.0,2,1,1,S1818 Klebsiella pneumoniae,AMC,Clinical Sample
1044,0,0,1.0,1,1,1,S1820 Escherichia coli,AMC,Clinical Sample
1045,0,0,1.0,2,0,0,S1821 Enter.bacteria spp.,AMC,Clinical Sample
1046,0,0,1.0,2,1,1,S1822 Proteus mirabilis,AMC,Clinical Sample
1047,0,0,1.0,3,1,1,S1823 Escherichia coli,AMC,Clinical Sample
1048,0,0,1.0,2,1,1,S1824 Escherichia coli,AMC,Clinical Sample
1049,0,0,1.0,4,1,1,S1825 Escherichia coli,AMC,Clinical Sample
1050,0,0,1.0,5,1,1,S1826 Escherichia coli,AMC,Clinical Sample
1051,0,0,1.0,3,1,1,S1827 Enterobacteria spp.,AMC,Clinical Sample
1052,0,0,1.0,1,0,0,S1828 E.coi,AMC,Clinical Sample
1053,0,0,1.0,3,1,1,S1829 Escherichia coli,AMC,Clinical Sample
1054,0,0,1.0,1,1,0,S1830 Proteus mirabilis,AMC,Clinical Sample
1055,0,0,1.0,4,0,1,S1831 E.coi,AMC,Clinical Sample
1056,0,0,1.0,2,0,0,S1832 E.cli,AMC,Clinical Sample
1057,0,0,1.0,3,0,1,S1833 E.cli,AMC,Clinical Sample
1058,0,0,1.0,3,1,1,S1834 Pseudomonas aeruginosa,AMC,Clinical Sample
1059,0,0,1.0,2,1,0,S1835 Escherichia coli,AMC,Clinical Sample
1060,0,0,1.0,1,1,0,S1836 Klebsiella pneumoniae,AMC,Clinical Sample
1061,0,0,1.0,2,1,1,S1837 Escherichia coli,AMC,Clinical Sample
1062,0,0,1.0,3,1,1,S1838 Escherichia coli,AMC,Clinical Sample
1063,0,0,1.0,1,1,0,S1839 Enterobacteria spp.,AMC,Clinical Sample
1064,0,0,1.0,0,1,0,S1841 Enterobacteria spp.,AMC,Clinical Sample
1065,0,0,1.0,3,1,1,S1842 Klebsiella pneumoniae,AMC,Clinical Sample
1066,0,0,1.0,1,1,1,S1843 Citrobacter spp.,AMC,Clinical Sample
1067,0,0,1.0,3,1,1,S1844 Escherichia coli,AMC,Clinical Sample
1068,0,0,1.0,2,0,1,S1845 E.cli,AMC,Clinical Sample
1069,0,0,1.0,1,0,0,S1846 Enteobacteria spp.,AMC,Clinical Sample
1070,0,0,1.0,3,1,1,S1847 Escherichia coli,AMC,Clinical Sample
1071,0,0,1.0,1,1,0,S1849 Serratia marcescens,AMC,Clinical Sample
1072,0,0,1.0,2,1,1,S1850 Escherichia coli,AMC,Clinical Sample
1073,0,0,1.0,3,1,1,S1851 Escherichia coli,AMC,Clinical Sample
1074,0,0,1.0,1,1,0,S1853 Escherichia coli,AMC,Clinical Sample
1075,0,0,1.0,1,1,0,S1854 Klebsiella pneumoniae,AMC,Clinical Sample
1076,0,0,1.0,1,0,1,S1855 E.coi,AMC,Clinical Sample
1077,0,0,1.0,2,0,1,S1856 Enter.bacteria spp.,AMC,Clinical Sample
1078,0,0,1.0,3,1,1,S1857 Escherichia coli,AMC,Clinical Sample
1079,0,0,1.0,2,1,1,S1858 Enterobacteria spp.,AMC,Clinical Sample
1080,0,0,1.0,2,1,1,S1859 Escherichia coli,AMC,Clinical Sample
1081,0,0,1.0,3,1,1,S1860 Escherichia coli,AMC,Clinical Sample
1082,0,0,1.0,8,1,1,S1861 Escherichia coli,AMC,Clinical Sample
1083,0,0,1.0,3,0,1,S1862 Prot.eus mirabilis,AMC,Clinical Sample
1084,0,0,1.0,0,1,0,S1863 Citrobacter spp.,AMC,Clinical Sample
1085,0,0,1.0,3,0,1,S1864 E.coi,AMC,Clinical Sample
1086,0,0,1.0,2,1,0,S1866 Escherichia coli,AMC,Clinical Sample
1087,0,0,1.0,0,1,0,S1867 Enterobacteria spp.,AMC,Clinical Sample
1088,0,0,1.0,4,1,1,S1869 Escherichia coli,AMC,Clinical Sample
1089,0,0,1.0,2,1,1,S1870 Escherichia coli,AMC,Clinical Sample
1090,0,0,1.0,2,1,1,S1871 Escherichia coli,AMC,Clinical Sample
1091,0,0,1.0,5,1,1,S1872 Escherichia coli,AMC,Clinical Sample
1092,0,0,1.0,3,1,0,S1873 Escherichia coli,AMC,Clinical Sample
1093,0,0,1.0,1,1,0,S1874 Acinetobacter baumannii,AMC,Clinical Sample
1094,0,0,1.0,2,0,1,S1875 E.cli,AMC,Clinical Sample
1095,0,0,1.0,3,0,1,S1876 Enteobacteria spp.,AMC,Clinical Sample
1096,0,0,1.0,2,1,1,S1877 Escherichia coli,AMC,Clinical Sample
1097,0,0,1.0,4,1,1,S1878 Escherichia coli,AMC,Clinical Sample
1098,0,0,1.0,1,1,0,S1879 Proteus mirabilis,AMC,Clinical Sample
1099,0,0,1.0,0,0,0,S1880 Enter.bacteria spp.,AMC,Clinical Sample
1100,0,0,1.0,1,1,0,S1881 Acinetobacter baumannii,AMC,Clinical Sample
1101,0,0,1.0,3,0,1,S1882 E.coi,AMC,Clinical Sample
1102,0,0,1.0,1,1,0,S1884 Proteus mirabilis,AMC,Clinical Sample
1103,0,0,1.0,1,0,0,S1885 E.coi,AMC,Clinical Sample
1104,0,0,1.0,4,1,1,S1886 Escherichia coli,AMC,Clinical Sample
1105,0,0,1.0,3,0,0,S1887 E.coi,AMC,Clinical Sample
1106,0,0,1.0,2,1,0,S1888 Escherichia coli,AMC,Clinical Sample
1107,0,0,1.0,1,1,0,S1889 Citrobacter spp.,AMC,Clinical Sample
1108,0,0,1.0,2,1,0,S1890 Escherichia coli,AMC,Clinical Sample
1109,0,0,1.0,1,1,0,S1891 Escherichia coli,AMC,Clinical Sample
1110,0,0,1.0,2,1,1,S1892 Escherichia coli,AMC,Clinical Sample
1111,0,0,1.0,2,1,0,S1893 Escherichia coli,AMC,Clinical Sample
1112,0,0,1.0,3,0,1,S1894 E.cli,AMC,Clinical Sample
1113,0,0,1.0,0,1,0,S1895 Escherichia coli,AMC,Clinical Sample
1114,0,0,1.0,4,1,1,S1897 Klebsiella pneumoniae,AMC,Clinical Sample
1115,0,0,1.0,4,1,1,S1898 Escherichia coli,AMC,Clinical Sample
1116,0,0,1.0,4,1,1,S1899 Escherichia coli,AMC,Clinical Sample
1117,0,0,1.0,1,1,1,S1900 Citrobacter spp.,AMC,Clinical Sample
1118,0,0,1.0,3,0,1,S1901 Enteobacteria spp.,AMC,Clinical Sample
1119,0,0,1.0,3,1,0,S1902 Escherichia coli,AMC,Clinical Sample
1120,0,0,1.0,3,0,0,S1903 E.cli,AMC,Clinical Sample
1121,0,0,1.0,0,1,0,S1904 Escherichia coli,AMC,Clinical Sample
1122,0,0,1.0,6,1,1,S1905 Enterobacteria spp.,AMC,Clinical Sample
1123,0,0,1.0,2,1,0,S1906 Acinetobacter baumannii,AMC,Clinical Sample
1124,0,0,1.0,2,1,1,S1908 Escherichia coli,AMC,Clinical Sample
1125,0,0,1.0,2,0,1,S1909 Prot.eus mirabilis,AMC,Clinical Sample
1126,0,0,1.0,4,1,0,S1910 Escherichia coli,AMC,Clinical Sample
1127,0,0,1.0,4,1,1,S1911 Escherichia coli,AMC,Clinical Sample
1128,0,0,1.0,3,0,1,S1912 E.coi,AMC,Clinical Sample
1129,0,0,1.0,1,0,0,S1913 Morganella morganii,AMC,Clinical Sample
1130,0,0,1.0,1,1,0,S1914 Escherichia coli,AMC,Clinical Sample
1131,0,0,1.0,0,1,0,S1915 Enterobacteria spp.,AMC,Clinical Sample
1132,0,0,1.0,3,0,1,S1916 E.coi,AMC,Clinical Sample
1133,0,0,1.0,4,1,1,S1917 Escherichia coli,AMC,Clinical Sample
1134,0,0,1.0,2,1,1,S1918 Escherichia coli,AMC,Clinical Sample
1135,0,0,1.0,1,0,1,S1919 E. coli,AMC,Clinical Sample
1136,0,0,1.0,1,1,0,S1920 Proteus mirabilis,AMC,Clinical Sample
1137,0,0,1.0,1,1,1,S1922 Enterobacteria spp.,AMC,Clinical Sample
1138,0,0,1.0,1,0,1,S1923 Klbsiella pneumoniae,AMC,Clinical Sample
1139,0,0,1.0,1,1,0,S1924 Serratia marcescens,AMC,Clinical Sample
1140,0,0,1.0,4,1,1,S1925 Escherichia coli,AMC,Clinical Sample
1141,0,0,1.0,2,1,0,S1926 Escherichia coli,AMC,Clinical Sample
1142,0,0,1.0,3,1,1,S1927 Escherichia coli,AMC,Clinical Sample
1143,0,0,1.0,0,1,0,S1928 Acinetobacter baumannii,AMC,Clinical Sample
1144,0,0,1.0,1,1,0,S1929 Serratia marcescens,AMC,Clinical Sample
1145,0,0,1.0,5,1,1,S1930 Escherichia coli,AMC,Clinical Sample
1146,0,0,1.0,1,1,0,S1931 Klebsiella pneumoniae,AMC,Clinical Sample
1147,0,0,1.0,5,1,1,S1932 Escherichia coli,AMC,Clinical Sample
1148,0,0,1.0,1,1,0,S1933 Enterobacteria spp.,AMC,Clinical Sample
1149,0,0,1.0,2,1,1,S1934 Escherichia coli,AMC,Clinical Sample
1150,0,0,1.0,0,1,0,S1935 Proteus mirabilis,AMC,Clinical Sample
1151,0,0,1.0,3,0,1,S1936 E.coi,AMC,Clinical Sample
1152,0,0,1.0,2,1,1,S1937 Klebsiella pneumoniae,AMC,Clinical Sample
1153,0,0,1.0,3,1,1,S1938 Klebsiella pneumoniae,AMC,Clinical Sample
1154,0,0,1.0,0,1,0,S1939 Proteus mirabilis,AMC,Clinical Sample
1155,0,0,1.0,1,1,0,S1941 Escherichia coli,AMC,Clinical Sample
1156,0,0,1.0,3,1,1,S1942 Escherichia coli,AMC,Clinical Sample
1157,0,0,1.0,4,1,1,S1943 Escherichia coli,AMC,Clinical Sample
1158,0,0,1.0,5,0,1,S1944 E.coi,AMC,Clinical Sample
1159,0,0,1.0,1,0,1,S1945 Morganella morganii,AMC,Clinical Sample
1160,0,0,1.0,3,1,1,S1946 Escherichia coli,AMC,Clinical Sample
1161,0,0,1.0,3,1,1,S1947 Escherichia coli,AMC,Clinical Sample
1162,0,0,1.0,3,1,1,S1948 Escherichia coli,AMC,Clinical Sample
1163,0,0,1.0,1,0,1,S1949 E.cli,AMC,Clinical Sample
1164,0,0,1.0,0,1,0,S1952 Serratia marcescens,AMC,Clinical Sample
1165,0,0,1.0,2,1,0,S1953 Escherichia coli,AMC,Clinical Sample
1166,0,0,1.0,2,1,1,S1954 Acinetobacter baumannii,AMC,Clinical Sample
1167,0,0,1.0,0,1,0,S1955 Citrobacter spp.,AMC,Clinical Sample
1168,0,0,1.0,2,0,0,S1956 E.coi,AMC,Clinical Sample
1169,0,0,1.0,0,0,0,S1957 Morganella morganii,AMC,Clinical Sample
1170,0,0,1.0,2,1,0,S1958 Escherichia coli,AMC,Clinical Sample
1171,0,0,1.0,3,1,1,S1959 Klebsiella pneumoniae,AMC,Clinical Sample
1172,0,0,1.0,3,0,1,S1960 E.cli,AMC,Clinical Sample
1173,0,0,1.0,3,1,0,S1961 Citrobacter spp.,AMC,Clinical Sample
1174,0,0,1.0,1,1,0,S1962 Citrobacter spp.,AMC,Clinical Sample
1175,0,0,1.0,3,1,1,S1963 Klebsiella pneumoniae,AMC,Clinical Sample
1176,0,0,1.0,1,1,0,S1964 Klebsiella pneumoniae,AMC,Clinical Sample
1177,0,0,1.0,2,1,0,S1965 Escherichia coli,AMC,Clinical Sample
1178,0,0,1.0,4,0,0,S1966 E.cli,AMC,Clinical Sample
1179,0,0,1.0,3,1,1,S1967 Escherichia coli,AMC,Clinical Sample
1180,0,0,1.0,3,1,1,S1968 Escherichia coli,AMC,Clinical Sample
1181,0,0,1.0,3,1,1,S1969 Enterobacteria spp.,AMC,Clinical Sample
1182,0,0,1.0,3,1,0,S1970 Escherichia coli,AMC,Clinical Sample
1183,0,0,1.0,0,1,0,S1971 Pseudomonas aeruginosa,AMC,Clinical Sample
1184,0,0,1.0,2,1,1,S1972 Enterobacteria spp.,AMC,Clinical Sample
1185,0,0,1.0,1,0,0,S1973 Klbsiella pneumoniae,AMC,Clinical Sample
1186,0,0,1.0,6,1,1,S1974 Escherichia coli,AMC,Clinical Sample
1187,0,0,1.0,6,1,1,S1975 Citrobacter spp.,AMC,Clinical Sample
1188,0,0,1.0,4,0,1,S1977 E.cli,AMC,Clinical Sample
1189,0,0,1.0,2,1,1,S1978 Enterobacteria spp.,AMC,Clinical Sample
1190,0,0,1.0,0,0,0,S1979 Prot.eus mirabilis,AMC,Clinical Sample
1191,0,0,1.0,4,1,1,S1980 Escherichia coli,AMC,Clinical Sample
1192,0,0,1.0,3,1,1,S1982 Escherichia coli,AMC,Clinical Sample
1193,0,0,1.0,2,1,1,S1983 Escherichia coli,AMC,Clinical Sample
1194,0,0,1.0,1,1,1,S1984 Escherichia coli,AMC,Clinical Sample
1195,0,0,1.0,3,1,1,S1985 Escherichia coli,AMC,Clinical Sample
1196,0,0,1.0,4,1,1,S1986 Escherichia coli,AMC,Clinical Sample
1197,0,0,1.0,3,1,1,S1987 Escherichia coli,AMC,Clinical Sample
1198,0,0,1.0,1,1,0,S1988 Pseudomonas aeruginosa,AMC,Clinical Sample
1199,0,0,1.0,3,1,0,S1989 Escherichia coli,AMC,Clinical Sample
1200,0,0,1.0,2,1,1,S1990 Pseudomonas aeruginosa,AMC,Clinical Sample
1201,0,0,1.0,6,1,1,S1992 Escherichia coli,AMC,Clinical Sample
1202,0,0,1.0,3,0,1,S1993 E.cli,AMC,Clinical Sample
1203,0,0,1.0,3,1,0,S1994 Escherichia coli,AMC,Clinical Sample
1204,0,0,1.0,1,1,0,S1995 Escherichia coli,AMC,Clinical Sample
1205,0,0,1.0,1,1,0,S1996 Enterobacteria spp.,AMC,Clinical Sample
1206,0,0,1.0,4,1,1,S1997 Escherichia coli,AMC,Clinical Sample
1207,0,0,1.0,3,1,0,S1998 Enterobacteria spp.,AMC,Clinical Sample
1208,0,0,1.0,1,1,0,S1999 Enterobacteria spp.,AMC,Clinical Sample
1209,0,0,1.0,2,1,1,S2000 Escherichia coli,AMC,Clinical Sample
1210,0,0,1.0,3,1,1,S2001 Escherichia coli,AMC,Clinical Sample
1211,0,0,1.0,2,0,1,S2002 Klbsiella pneumoniae,AMC,Clinical Sample
1212,0,0,1.0,2,0,0,S2003 E.cli,AMC,Clinical Sample
1213,0,0,1.0,2,1,1,S2004 Escherichia coli,AMC,Clinical Sample
1214,0,0,1.0,2,1,1,S2005 Acinetobacter baumannii,AMC,Clinical Sample
1215,0,0,1.0,2,0,1,S2006 E.cli,AMC,Clinical Sample
1216,0,0,1.0,1,1,1,S2007 Enterobacteria spp.,AMC,Clinical Sample
1217,0,0,1.0,1,1,0,S2008 Acinetobacter baumannii,AMC,Clinical Sample
1218,0,0,1.0,2,1,1,S2009 Escherichia coli,AMC,Clinical Sample
1219,0,0,1.0,2,0,1,S2010 E.cli,AMC,Clinical Sample
1220,0,0,1.0,5,1,1,S2011 Escherichia coli,AMC,Clinical Sample
1221,0,0,1.0,1,1,0,S2012 Escherichia coli,AMC,Clinical Sample
1222,0,0,1.0,2,1,0,S2013 Escherichia coli,AMC,Clinical Sample
1223,0,0,1.0,2,0,1,S2014 Enteobacteria spp.,AMC,Clinical Sample
1224,0,0,1.0,2,1,1,S2015 Escherichia coli,AMC,Clinical Sample
1225,0,0,1.0,1,1,0,S2016 Escherichia coli,AMC,Clinical Sample
1226,0,0,1.0,1,1,1,S2017 Acinetobacter baumannii,AMC,Clinical Sample
1227,0,0,1.0,2,1,0,S2018 Klebsiella pneumoniae,AMC,Clinical Sample
1228,0,0,1.0,6,0,1,S2019 Enteobacteria spp.,AMC,Clinical Sample
1229,0,0,1.0,3,1,0,S2020 Escherichia coli,AMC,Clinical Sample
1230,0,0,1.0,2,0,1,S2023 E.cli,AMC,Clinical Sample
1231,0,0,1.0,5,1,1,S2024 Escherichia coli,AMC,Clinical Sample
1232,0,0,1.0,2,1,0,S2025 Citrobacter spp.,AMC,Clinical Sample
1233,0,0,1.0,2,1,0,S2026 Escherichia coli,AMC,Clinical Sample
1234,0,0,1.0,4,1,1,S2027 Escherichia coli,AMC,Clinical Sample
1235,0,0,1.0,2,1,1,S2028 Escherichia coli,AMC,Clinical Sample
1236,0,0,1.0,2,1,1,S2029 Escherichia coli,AMC,Clinical Sample
1237,0,0,1.0,2,1,1,S2030 Klebsiella pneumoniae,AMC,Clinical Sample
1238,0,0,1.0,2,1,1,S2031 Proteus mirabilis,AMC,Clinical Sample
1239,0,0,1.0,0,1,1,S2032 Proteus mirabilis,AMC,Clinical Sample
1240,0,0,1.0,3,0,1,S2033 E.cli,AMC,Clinical Sample
1241,0,0,1.0,3,1,1,S2034 Escherichia coli,AMC,Clinical Sample
1242,0,0,1.0,3,1,1,S2035 Escherichia coli,AMC,Clinical Sample
1243,0,0,1.0,5,1,1,S2036 Escherichia coli,AMC,Clinical Sample
1244,0,0,1.0,1,0,1,S2037 E.coi,AMC,Clinical Sample
1245,0,0,1.0,1,0,0,S2038 Prot.eus mirabilis,AMC,Clinical Sample
1246,0,0,1.0,1,1,0,S2039 Escherichia coli,AMC,Clinical Sample
1247,0,0,1.0,4,1,1,S2040 Escherichia coli,AMC,Clinical Sample
1248,0,0,1.0,1,1,0,S2041 Escherichia coli,AMC,Clinical Sample
1249,0,0,1.0,3,0,0,S2042 E.cli,AMC,Clinical Sample
1250,0,0,1.0,2,1,0,S2043 Escherichia coli,AMC,Clinical Sample
1251,0,0,1.0,1,1,1,S2044 Pseudomonas aeruginosa,AMC,Clinical Sample
1252,0,0,1.0,3,1,0,S2045 Klebsiella pneumoniae,AMC,Clinical Sample
1253,0,0,1.0,1,0,1,S2046 Morganella morganii,AMC,Clinical Sample
1254,0,0,1.0,3,1,0,S2047 Escherichia coli,AMC,Clinical Sample
1255,0,0,1.0,3,1,1,S2048 Escherichia coli,AMC,Clinical Sample
1256,0,0,1.0,2,1,1,S2049 Escherichia coli,AMC,Clinical Sample
1257,0,0,1.0,2,1,1,S2051 Klebsiella pneumoniae,AMC,Clinical Sample
1258,0,0,1.0,5,0,1,S2052 E.cli,AMC,Clinical Sample
1259,0,0,1.0,2,1,1,S2053 Escherichia coli,AMC,Clinical Sample
1260,0,0,1.0,3,1,1,S2054 Escherichia coli,AMC,Clinical Sample
1261,0,0,1.0,2,1,0,S2055 Escherichia coli,AMC,Clinical Sample
1262,0,0,1.0,3,1,1,S2056 Proteus mirabilis,AMC,Clinical Sample
1263,0,0,1.0,4,1,1,S2057 Escherichia coli,AMC,Clinical Sample
1264,0,0,1.0,6,1,1,S2058 Escherichia coli,AMC,Clinical Sample
1265,0,0,1.0,1,1,0,S2059 Escherichia coli,AMC,Clinical Sample
1266,0,0,1.0,4,0,1,S2060 E.cli,AMC,Clinical Sample
1267,0,0,1.0,2,1,0,S2061 Klebsiella pneumoniae,AMC,Clinical Sample
1268,0,0,1.0,1,1,0,S2062 Citrobacter spp.,AMC,Clinical Sample
1269,0,0,1.0,0,0,0,S2063 Morganella morganii,AMC,Clinical Sample
1270,0,0,1.0,1,1,0,S2064 Klebsiella pneumoniae,AMC,Clinical Sample
1271,0,0,1.0,2,1,1,S2066 Enterobacteria spp.,AMC,Clinical Sample
1272,0,0,1.0,2,0,1,S2067 E.cli,AMC,Clinical Sample
1273,0,0,1.0,5,0,1,S2068 E.cli,AMC,Clinical Sample
1274,0,0,1.0,3,1,1,S2069 Klebsiella pneumoniae,AMC,Clinical Sample
1275,0,0,1.0,3,0,1,S2070 E.coi,AMC,Clinical Sample
1276,0,0,1.0,1,1,0,S2071 Serratia marcescens,AMC,Clinical Sample
1277,0,0,1.0,3,1,0,S2072 Escherichia coli,AMC,Clinical Sample
1278,0,0,1.0,1,1,0,S2073 Enterobacteria spp.,AMC,Clinical Sample
1279,0,0,1.0,2,0,1,S2074 Enteobacteria spp.,AMC,Clinical Sample
1280,0,0,1.0,2,1,1,S2075 Citrobacter spp.,AMC,Clinical Sample
1281,0,0,1.0,3,1,0,S2076 Enterobacteria spp.,AMC,Clinical Sample
1282,0,0,1.0,1,1,1,S2077 Enterobacteria spp.,AMC,Clinical Sample
1283,0,0,1.0,1,1,0,S2078 Escherichia coli,AMC,Clinical Sample
1284,0,0,1.0,1,1,0,S2079 Escherichia coli,AMC,Clinical Sample
1285,0,0,1.0,2,1,0,S2080 Escherichia coli,AMC,Clinical Sample
1286,0,0,1.0,1,1,0,S2081 Proteus mirabilis,AMC,Clinical Sample
1287,0,0,1.0,0,1,1,S2082 Escherichia coli,AMC,Clinical Sample
1288,0,0,1.0,2,1,0,S2083 Enterobacteria spp.,AMC,Clinical Sample
1289,0,0,1.0,4,1,0,S2085 Escherichia coli,AMC,Clinical Sample
1290,0,0,1.0,0,1,0,S2086 Proteus mirabilis,AMC,Clinical Sample
1291,0,0,1.0,3,1,1,S2087 Escherichia coli,AMC,Clinical Sample
1292,0,0,1.0,4,1,1,S2088 Escherichia coli,AMC,Clinical Sample
1293,0,0,1.0,3,0,1,S2089 E. coli,AMC,Clinical Sample
1294,0,0,1.0,1,0,0,S2090 Morganella morganii,AMC,Clinical Sample
1295,0,0,1.0,2,1,1,S2091 Proteus mirabilis,AMC,Clinical Sample
1296,0,0,1.0,3,0,1,S2092 E.coi,AMC,Clinical Sample
1297,0,0,1.0,5,1,1,S2093 Escherichia coli,AMC,Clinical Sample
1298,0,0,1.0,3,1,1,S2094 Escherichia coli,AMC,Clinical Sample
1299,0,0,1.0,0,0,0,S2095 Protus mirabilis,AMC,Clinical Sample
1300,0,0,1.0,0,1,0,S2096 Enterobacteria spp.,AMC,Clinical Sample
1301,0,0,1.0,1,1,1,S2097 Escherichia coli,AMC,Clinical Sample
